t,pos_deg,spd_erpm,cur_a,temp_c,err
2.1348772048950195,2648.0,0.0,0.0,34,0
2.155198335647583,2648.0,0.0,0.0,34,0
2.174736499786377,2648.0,0.0,0.0,34,0
2.194615364074707,2648.0,0.0,0.0,34,0
2.2153713703155518,2648.0,0.0,0.0,34,0
2.2351553440093994,2648.0,0.0,0.0,34,0
2.2555813789367676,2648.0,0.0,0.0,34,0
2.2746989727020264,2648.0,0.0,0.0,34,0
2.2951576709747314,2648.0,0.0,0.0,34,0
2.314762830734253,2648.0,0.0,0.0,34,0
2.3351993560791016,2648.0,0.0,0.0,34,0
2.3546690940856934,2648.0,0.0,0.0,34,0
2.37469220161438,2648.0,0.0,0.0,34,0
2.394723892211914,2648.0,0.0,0.0,34,0
2.4147450923919678,2648.0,0.0,0.0,34,0
2.4352054595947266,2648.0,0.0,0.0,34,0
2.455334424972534,2648.0,0.0,0.0,34,0
2.4747607707977295,2648.0,0.0,0.0,34,0
2.4947330951690674,2648.0,0.0,0.0,34,0
2.514800786972046,2648.0,0.0,0.0,34,0
2.5353002548217773,2648.0,0.0,0.0,34,0
2.554741621017456,2648.0,0.0,0.0,34,0
2.574707508087158,2648.0,0.0,0.0,34,0
2.5951883792877197,2648.0,0.0,0.0,34,0
2.61466383934021,2648.0,0.0,0.0,34,0
2.635122776031494,2648.0,0.0,0.0,34,0
2.6548945903778076,2648.0,0.0,0.0,34,0
2.6746487617492676,2648.0,0.0,0.0,34,0
2.695072889328003,2648.0,0.0,0.0,34,0
2.7147178649902344,2648.0,0.0,0.0,34,0
2.735166311264038,2648.0,0.0,0.0,34,0
2.7549517154693604,2648.0,0.0,0.0,34,0
2.7746691703796387,2648.0,0.0,0.0,34,0
2.795091390609741,2648.0,0.0,0.0,34,0
2.8147337436676025,2648.0,0.0,0.0,34,0
2.834784507751465,2648.0,0.0,0.0,34,0
2.855159282684326,2648.0,0.0,0.0,34,0
2.874725341796875,2648.0,0.0,0.0,34,0
2.8954918384552,2648.0,0.0,0.0,34,0
2.9153246879577637,2648.0,0.0,0.0,34,0
2.9350056648254395,2648.0,0.0,0.0,34,0
2.9553751945495605,2648.0,0.0,0.0,34,0
2.9746623039245605,2648.0,0.0,0.0,34,0
2.9947118759155273,2648.0,0.0,0.0,34,0
3.0152485370635986,2648.0,0.0,0.0,34,0
3.0351476669311523,2648.0,0.0,0.0,34,0
3.055208206176758,2648.0,0.0,0.0,34,0
3.0746607780456543,2648.0,0.0,0.0,34,0
3.095095634460449,2648.0,0.0,0.0,34,0
3.115260124206543,2648.0,0.0,0.0,34,0
3.134695291519165,2648.0,0.0,0.0,34,0
3.1548657417297363,2648.0,0.0,0.0,34,0
3.1746480464935303,2648.0,0.0,0.0,34,0
3.195125102996826,2648.0,0.0,0.0,34,0
3.215039014816284,2648.0,0.0,0.0,34,0
3.235045909881592,2648.0,0.0,0.0,34,0
3.2547659873962402,2648.0,0.0,0.0,34,0
3.2746715545654297,2648.0,0.0,0.0,34,0
3.294769287109375,2648.0,0.0,0.0,34,0
3.314755916595459,2648.0,0.0,0.0,34,0
3.3352062702178955,2648.0,0.0,0.0,34,0
3.3552162647247314,2648.0,0.0,0.0,34,0
3.37461256980896,2648.0,0.0,0.0,34,0
3.3951642513275146,2648.0,0.0,0.0,34,0
3.414764642715454,2648.0,0.0,0.0,34,0
3.435103416442871,2648.0,0.0,0.0,34,0
3.455031156539917,2648.0,0.0,0.0,34,0
3.4747159481048584,2648.0,0.0,0.0,34,0
3.495279550552368,2648.0,0.0,0.0,34,0
3.514686346054077,2648.0,0.0,0.0,34,0
3.535015821456909,2648.0,0.0,0.0,34,0
3.555267572402954,2648.0,0.0,0.0,34,0
3.574584722518921,2648.0,0.0,0.0,34,0
3.5947532653808594,2648.0,0.0,0.0,34,0
3.6151578426361084,2648.0,0.0,0.0,34,0
3.6351749897003174,2648.0,0.0,0.0,34,0
3.655517101287842,2648.0,0.0,0.0,34,0
3.6746468544006348,2648.0,0.0,0.0,34,0
3.6946916580200195,2648.0,0.0,0.0,34,0
3.715341567993164,2648.0,0.0,0.0,34,0
3.7351348400115967,2648.0,0.0,0.0,34,0
3.7549219131469727,2648.0,0.0,0.0,34,0
3.774655818939209,2648.0,0.0,0.0,34,0
3.7946994304656982,2648.0,0.0,0.0,34,0
3.815030813217163,2648.0,0.0,0.0,34,0
3.8350396156311035,2648.0,0.0,0.0,34,0
3.855198621749878,2648.0,0.0,0.0,34,0
3.874624729156494,2648.0,0.0,0.0,34,0
3.8947644233703613,2648.0,0.0,0.0,34,0
3.915102481842041,2648.0,0.0,0.0,34,0
3.9351320266723633,2648.0,0.0,0.0,34,0
3.9555716514587402,2648.0,0.0,0.0,34,0
3.9746220111846924,2648.0,0.0,0.0,34,0
3.9946210384368896,2648.0,0.0,0.0,34,0
4.014659643173218,2648.0,0.0,0.0,34,0
4.035058259963989,2648.0,0.0,0.0,34,0
4.05546760559082,2648.0,0.0,0.0,34,0
4.074676275253296,2648.0,0.0,0.0,34,0
4.095033407211304,2648.0,0.0,0.0,34,0
4.1146368980407715,2648.0,0.0,0.0,34,0
4.135070562362671,2648.0,0.0,0.0,34,0
4.155256748199463,2648.0,0.0,0.0,34,0
4.174681186676025,2648.0,0.0,0.0,34,0
4.194718599319458,2648.0,0.0,0.0,34,0
4.215133190155029,2648.0,0.0,0.0,34,0
4.234648942947388,2648.0,0.0,0.0,34,0
4.255194664001465,2648.0,0.0,0.0,34,0
4.2746381759643555,2648.0,0.0,0.0,34,0
4.2947916984558105,2648.0,0.0,0.0,34,0
4.314714670181274,2648.0,0.0,0.0,34,0
4.334649562835693,2648.0,0.0,0.0,34,0
4.355077743530273,2648.0,0.0,0.0,34,0
4.374583959579468,2648.0,0.0,0.0,34,0
4.395143747329712,2648.0,0.0,0.0,34,0
4.415279865264893,2648.0,0.0,0.0,34,0
4.4351232051849365,2648.0,0.0,0.0,34,0
4.455136060714722,2648.0,0.0,0.0,34,0
4.4745705127716064,2648.0,0.0,0.0,34,0
4.494630336761475,2648.0,0.0,0.0,34,0
4.514652967453003,2648.0,0.0,0.0,34,0
4.5350401401519775,2648.0,0.0,0.0,34,0
4.55528998374939,2648.0,0.0,0.0,34,0
4.574618101119995,2648.0,0.0,0.0,34,0
4.594603061676025,2648.0,0.0,0.0,34,0
4.615107774734497,2648.0,0.0,0.0,34,0
